cnpj,codigo,descricao
13749564000173,4755503,"Comercio varejista de artigos de cama, mesa e banho"
13749564000173,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente
13749564000173,4761003,Comércio varejista de artigos de papelaria
13749564000173,4763601,Comércio varejista de brinquedos e artigos recreativos
13749564000173,4763602,Comércio varejista de artigos esportivos
13749564000173,4763604,"Comércio varejista de artigos de caça, pesca e camping"
13749564000173,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
13749564000173,4782201,Comércio varejista de calçados
13749564000173,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
13749564000173,4789005,Comércio varejista de produtos saneantes domissanitários
13749564000173,6619302,Correspondentes de instituições financeiras
13749564000173,8219901,Fotocópias
13749564000173,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente
13749564000173,8291100,Atividades de cobranças e informações cadastrais
16455916000176,6203100,Desenvolvimento e licenciamento de programas de computador não-customizáveis
16455916000176,6201501,Desenvolvimento de programas de computador sob encomenda
16455916000176,6209100,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
16455916000176,6311900,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
15288543000123,3314712,Manutenção e reparação de tratores agrícolas
15288543000123,3314717,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores"
15288543000123,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
15288543000123,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
15288543000123,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
15288543000123,4520004,Serviços de alinhamento e balanceamento de veículos automotores
15288543000123,4520006,Serviços de borracharia para veículos automotores
15288543000123,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
15288543000123,4530702,Comércio por atacado de pneumáticos e câmaras-de-ar
15288543000123,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
15288543000123,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores
15288543000123,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar
15288543000123,4530706,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores
15288543000123,4681805,Comércio atacadista de lubrificantes
15288543000123,4732600,Comércio varejista de lubrificantes
15288543000123,4741500,Comércio varejista de tintas e materiais para pintura
15288543000123,5229002,Serviços de reboque de veículos
15288543000123,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
03318266000175,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar
03318266000175,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
03318266000175,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
03318266000175,4662100,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"
03318266000175,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças
03318266000175,4669901,Comércio atacadista de bombas e compressores; partes e peças
03318266000175,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
03318266000175,4671100,Comércio atacadista de madeira e produtos derivados
03318266000175,4672900,Comércio atacadista de ferragens e ferramentas
03318266000175,4673700,Comércio atacadista de material elétrico
03318266000175,4674500,Comércio atacadista de cimento
03318266000175,4685100,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção"
03318266000175,4741500,Comércio varejista de tintas e materiais para pintura
03318266000175,4744001,Comércio varejista de ferragens e ferramentas
03318266000175,4744002,Comércio varejista de madeira e artefatos
03318266000175,4744003,Comércio varejista de materiais hidráulicos
03318266000175,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas"
03318266000175,4744005,Comércio varejista de materiais de construção não especificados anteriormente
03318266000175,4744006,Comércio varejista de pedras para revestimento
03318266000175,4782201,Comércio varejista de calçados
40505858000122,3314711,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária
40505858000122,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
40505858000122,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
40505858000122,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
40505858000122,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
40505858000122,5229002,Serviços de reboque de veículos
40505858000122,3314711,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária
40505858000122,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
40505858000122,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
40505858000122,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
40505858000122,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
40505858000122,5229002,Serviços de reboque de veículos
22558670000160,0,
01287335000103,4120400,Construção de edifícios
01287335000103,4212000,Construção de obras de arte especiais
01287335000103,7112000,Serviços de engenharia
01287335000103,7732202,Aluguel de andaimes
30804420000191,4632001,Comércio atacadista de cereais e leguminosas beneficiados
30804420000191,4635499,Comércio atacadista de bebidas não especificadas anteriormente
30804420000191,4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes"
30804420000191,4639701,Comércio atacadista de produtos alimentícios em geral
30804420000191,4641902,"Comércio atacadista de artigos de cama, mesa e banho"
30804420000191,4641903,Comércio atacadista de artigos de armarinho
30804420000191,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
30804420000191,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios"
30804420000191,4646001,Comércio atacadista de cosméticos e produtos de perfumaria
30804420000191,4646002,Comércio atacadista de produtos de higiene pessoal
30804420000191,4647801,Comércio atacadista de artigos de escritório e de papelaria
30804420000191,4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
30804420000191,4673700,Comércio atacadista de material elétrico
30804420000191,4679699,Comércio atacadista de materiais de construção em geral
30804420000191,4686902,Comércio atacadista de embalagens
30804420000191,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
30804420000191,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
30804420000191,4721104,"Comércio varejista de doces, balas, bombons e semelhantes"
30804420000191,4723700,Comércio varejista de bebidas
30804420000191,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
30804420000191,4742300,Comércio varejista de material elétrico
30804420000191,4744099,Comércio varejista de materiais de construção em geral
30804420000191,4755502,Comercio varejista de artigos de armarinho
30804420000191,4755503,"Comercio varejista de artigos de cama, mesa e banho"
30804420000191,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente
30804420000191,4761003,Comércio varejista de artigos de papelaria
30804420000191,4773300,Comércio varejista de artigos médicos e ortopédicos
30804420000191,4789005,Comércio varejista de produtos saneantes domissanitários
30804420000191,4789099,Comércio varejista de outros produtos não especificados anteriormente
30804420000191,6462000,Holdings de instituições não-financeiras
30804420000191,6810201,Compra e venda de imóveis próprios
30804420000191,6810202,Aluguel de imóveis próprios
02478937000100,3314712,Manutenção e reparação de tratores agrícolas
02478937000100,3314717,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores"
02478937000100,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
02478937000100,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
02478937000100,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
02478937000100,4520004,Serviços de alinhamento e balanceamento de veículos automotores
02478937000100,4520006,Serviços de borracharia para veículos automotores
02478937000100,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
02478937000100,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
02478937000100,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores
02478937000100,4681805,Comércio atacadista de lubrificantes
02478937000100,4732600,Comércio varejista de lubrificantes
02478937000100,4741500,Comércio varejista de tintas e materiais para pintura
02478937000100,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal."
02478937000100,5229002,Serviços de reboque de veículos
02478937000100,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
22196675000190,4646002,Comércio atacadista de produtos de higiene pessoal
22196675000190,4647801,Comércio atacadista de artigos de escritório e de papelaria
22196675000190,4649404,Comércio atacadista de móveis e artigos de colchoaria
22196675000190,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
22196675000190,4651601,Comércio atacadista de equipamentos de informática
22196675000190,4672900,Comércio atacadista de ferragens e ferramentas
22196675000190,4673700,Comércio atacadista de material elétrico
22196675000190,7319002,Promoção de vendas
22196675000190,7733100,Aluguel de máquinas e equipamentos para escritórios
22196675000190,9511800,Reparação e manutenção de computadores e de equipamentos periféricos
26923497000103,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
26923497000103,4751202,Recarga de cartuchos para equipamentos de informática
26923497000103,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação
26923497000103,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
26923497000103,4754701,Comércio varejista de móveis
26923497000103,4755502,Comercio varejista de artigos de armarinho
26923497000103,4761003,Comércio varejista de artigos de papelaria
26923497000103,4763602,Comércio varejista de artigos esportivos
26923497000103,4789001,"Comércio varejista de suvenires, bijuterias e artesanatos"
26923497000103,4789007,Comércio varejista de equipamentos para escritório
26923497000103,4789099,Comércio varejista de outros produtos não especificados anteriormente
02662306000139,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
02662306000139,4639701,Comércio atacadista de produtos alimentícios em geral
02662306000139,1081302,Torrefação e moagem de café
17281106000103,0,
23331402000174,1340501,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário"
23331402000174,1411801,Confecção de roupas íntimas
23331402000174,1412601,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida"
23331402000174,1813099,Impressão de material para outros usos
23331402000174,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
23331402000174,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
23331402000174,4754701,Comércio varejista de móveis
23331402000174,4755502,Comercio varejista de artigos de armarinho
23331402000174,4755503,"Comercio varejista de artigos de cama, mesa e banho"
23331402000174,4756300,Comércio varejista especializado de instrumentos musicais e acessórios
23331402000174,4761003,Comércio varejista de artigos de papelaria
23331402000174,4763601,Comércio varejista de brinquedos e artigos recreativos
23331402000174,4763602,Comércio varejista de artigos esportivos
23331402000174,4781400,Comércio varejista de artigos do vestuário e acessórios
23331402000174,4782201,Comércio varejista de calçados
23331402000174,4782202,Comércio varejista de artigos de viagem
23331402000174,4789007,Comércio varejista de equipamentos para escritório
23331402000174,8219901,Fotocópias
23331402000174,9511800,Reparação e manutenção de computadores e de equipamentos periféricos
23331402000174,9529199,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
08587632000105,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
08587632000105,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
08587632000105,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
08587632000105,4520008,Serviços de capotaria
08587632000105,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores
08587632000105,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar
08587632000105,4732600,Comércio varejista de lubrificantes
08587632000105,4744001,Comércio varejista de ferragens e ferramentas
08587632000105,4789099,Comércio varejista de outros produtos não especificados anteriormente
08587632000105,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
10717955000118,4744099,Comércio varejista de materiais de construção em geral
24216677000120,4647801,Comércio atacadista de artigos de escritório e de papelaria
24216677000120,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
24216677000120,4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
24216677000120,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
24216677000120,4761003,Comércio varejista de artigos de papelaria
24216677000120,4763602,Comércio varejista de artigos esportivos
24216677000120,4789005,Comércio varejista de produtos saneantes domissanitários
24216677000120,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal."
24216677000120,8211300,Serviços combinados de escritório e apoio administrativo
24216677000120,8291100,Atividades de cobranças e informações cadastrais
01654749000115,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados"
01654749000115,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
01654749000115,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
01654749000115,4512901,Representantes comerciais e agentes do comércio de veículos automotores
01654749000115,4512902,Comércio sob consignação de veículos automotores
01654749000115,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
05830342000152,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
05830342000152,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal"
05830342000152,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista
05830342000152,4924800,Transporte escolar
05830342000152,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal"
05830342000152,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional"
05830342000152,4929904,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional"
05830342000152,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
05830342000152,4930203,Transporte rodoviário de produtos perigosos
05830342000152,7319099,Outras atividades de publicidade não especificadas anteriormente
05830342000152,7711000,Locação de automóveis sem condutor
05830342000152,7911200,Agências de viagens
00478688000110,0,
12467323000179,1813001,Impressão de material para uso publicitário
12467323000179,1813099,Impressão de material para outros usos
12467323000179,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
12467323000179,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
12467323000179,4761001,Comércio varejista de livros
12467323000179,4763601,Comércio varejista de brinquedos e artigos recreativos
12467323000179,4781400,Comércio varejista de artigos do vestuário e acessórios
12467323000179,4783102,Comércio varejista de artigos de relojoaria
12467323000179,4789001,"Comércio varejista de suvenires, bijuterias e artesanatos"
12467323000179,4789099,Comércio varejista de outros produtos não especificados anteriormente
12467323000179,8219901,Fotocópias
39872252000146,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente
39872252000146,4781400,Comércio varejista de artigos do vestuário e acessórios
39872252000146,4782201,Comércio varejista de calçados
39872252000146,4789099,Comércio varejista de outros produtos não especificados anteriormente
39872252000146,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
39872252000146,7732202,Aluguel de andaimes
39872252000146,8599604,Treinamento em desenvolvimento profissional e gerencial
22512453000130,2212900,Reforma de pneumáticos usados
22512453000130,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
22512453000130,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
22512453000130,4520004,Serviços de alinhamento e balanceamento de veículos automotores
22512453000130,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
10682302000140,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente
10682302000140,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
10682302000140,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal."
10682302000140,4744099,Comércio varejista de materiais de construção em geral
10682302000140,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
10682302000140,4924800,Transporte escolar
10682302000140,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal"
10682302000140,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
22798593000116,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas"
22798593000116,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
22798593000116,4744002,Comércio varejista de madeira e artefatos
13759572000109,4789007,Comércio varejista de equipamentos para escritório
13759572000109,4756300,Comércio varejista especializado de instrumentos musicais e acessórios
13759572000109,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
13759572000109,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
13759572000109,4763601,Comércio varejista de brinquedos e artigos recreativos
13759572000109,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
13759572000109,4773300,Comércio varejista de artigos médicos e ortopédicos
13759572000109,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação
13759572000109,4755502,Comercio varejista de artigos de armarinho
13759572000109,4755503,"Comercio varejista de artigos de cama, mesa e banho"
13759572000109,4761003,Comércio varejista de artigos de papelaria
13759572000109,4754702,Comércio varejista de artigos de colchoaria
16778666000105,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
16778666000105,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar
16778666000105,4641902,"Comércio atacadista de artigos de cama, mesa e banho"
16778666000105,4641903,Comércio atacadista de artigos de armarinho
16778666000105,4642701,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança"
16778666000105,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
16778666000105,4643502,"Comércio atacadista de bolsas, malas e artigos de viagem"
16778666000105,4647801,Comércio atacadista de artigos de escritório e de papelaria
16778666000105,4649401,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico
16778666000105,4649402,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico
16778666000105,4649403,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos"
16778666000105,4649405,Comércio atacadista de artigos de tapeçaria; persianas e cortinas
16778666000105,4649407,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos"
16778666000105,4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
16778666000105,4651601,Comércio atacadista de equipamentos de informática
16778666000105,4651602,Comércio atacadista de suprimentos para informática
16778666000105,4652400,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
16778666000105,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
16778666000105,4672900,Comércio atacadista de ferragens e ferramentas
16778666000105,4751202,Recarga de cartuchos para equipamentos de informática
16778666000105,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
16778666000105,4755501,Comércio varejista de tecidos
16778666000105,4755502,Comercio varejista de artigos de armarinho
16778666000105,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
16778666000105,4763601,Comércio varejista de brinquedos e artigos recreativos
16778666000105,4763602,Comércio varejista de artigos esportivos
16778666000105,4789004,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação
16778666000105,7420001,"Atividades de produção de fotografias, exceto aérea e submarina"
16778666000105,7420004,Filmagem de festas e eventos
16778666000105,7721700,Aluguel de equipamentos recreativos e esportivos
16778666000105,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
16778666000105,7733100,Aluguel de máquinas e equipamentos para escritórios
16778666000105,7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes"
16778666000105,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
16778666000105,8299703,"Serviços de gravação de carimbos, exceto confecção"
16778666000105,9609299,Outras atividades de serviços pessoais não especificadas anteriormente
21613975000165,4120400,Construção de edifícios
21613975000165,4321500,Instalação e manutenção elétrica
21613975000165,4322301,"Instalações hidráulicas, sanitárias e de gás"
21613975000165,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração"
21613975000165,4329105,"Tratamentos térmicos, acústicos ou de vibração"
21613975000165,4330402,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material"
21613975000165,4330403,Obras de acabamento em gesso e estuque
21613975000165,4649404,Comércio atacadista de móveis e artigos de colchoaria
21613975000165,4649405,Comércio atacadista de artigos de tapeçaria; persianas e cortinas
21613975000165,4649406,"Comércio atacadista de lustres, luminárias e abajures"
21613975000165,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
21613975000165,4669901,Comércio atacadista de bombas e compressores; partes e peças
21613975000165,4672900,Comércio atacadista de ferragens e ferramentas
21613975000165,4673700,Comércio atacadista de material elétrico
21613975000165,4679601,"Comércio atacadista de tintas, vernizes e similares"
21613975000165,4679604,Comércio atacadista especializado de materiais de construção não especificados anteriormente
21613975000165,4741500,Comércio varejista de tintas e materiais para pintura
21613975000165,4742300,Comércio varejista de material elétrico
21613975000165,4744001,Comércio varejista de ferragens e ferramentas
21613975000165,4744003,Comércio varejista de materiais hidráulicos
21613975000165,4744005,Comércio varejista de materiais de construção não especificados anteriormente
21613975000165,4744006,Comércio varejista de pedras para revestimento
21613975000165,4744099,Comércio varejista de materiais de construção em geral
21613975000165,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
21613975000165,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação
21613975000165,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
21613975000165,4754701,Comércio varejista de móveis
21613975000165,4754702,Comércio varejista de artigos de colchoaria
21613975000165,4755503,"Comercio varejista de artigos de cama, mesa e banho"
21613975000165,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
21613975000165,4761003,Comércio varejista de artigos de papelaria
21613975000165,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
21613975000165,4781400,Comércio varejista de artigos do vestuário e acessórios
21613975000165,4782201,Comércio varejista de calçados
21613975000165,4789005,Comércio varejista de produtos saneantes domissanitários
21613975000165,4789007,Comércio varejista de equipamentos para escritório
21613975000165,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
21613975000165,5211701,Armazéns gerais - emissão de warrant
41800243000191,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal."
41800243000191,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
41800243000191,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
29584875000160,0,
04196129000178,1813001,Impressão de material para uso publicitário
04196129000178,1813099,Impressão de material para outros usos
04196129000178,4721103,Comércio varejista de laticínios e frios
04196129000178,4722901,Comércio varejista de carnes - açougues
04196129000178,4723700,Comércio varejista de bebidas
04196129000178,4724500,Comércio varejista de hortifrutigranjeiros
04196129000178,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
04196129000178,4744001,Comércio varejista de ferragens e ferramentas
04196129000178,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
04196129000178,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
04196129000178,4754701,Comércio varejista de móveis
04196129000178,4755502,Comercio varejista de artigos de armarinho
04196129000178,4755503,"Comercio varejista de artigos de cama, mesa e banho"
04196129000178,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente
04196129000178,4761003,Comércio varejista de artigos de papelaria
04196129000178,4763601,Comércio varejista de brinquedos e artigos recreativos
04196129000178,4763602,Comércio varejista de artigos esportivos
04196129000178,4763604,"Comércio varejista de artigos de caça, pesca e camping"
04196129000178,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
04196129000178,4782201,Comércio varejista de calçados
04196129000178,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
25772120000138,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
25772120000138,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios"
25772120000138,4647801,Comércio atacadista de artigos de escritório e de papelaria
25772120000138,4649401,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico
25772120000138,4649404,Comércio atacadista de móveis e artigos de colchoaria
25772120000138,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
25772120000138,4651602,Comércio atacadista de suprimentos para informática
25772120000138,4652400,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
25772120000138,4664800,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
25772120000138,4665600,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças
25772120000138,4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
25772120000138,4673700,Comércio atacadista de material elétrico
25772120000138,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios"
25772120000138,4742300,Comércio varejista de material elétrico
25772120000138,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
25772120000138,4751202,Recarga de cartuchos para equipamentos de informática
25772120000138,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação
25772120000138,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
25772120000138,4754701,Comércio varejista de móveis
25772120000138,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
25772120000138,4761003,Comércio varejista de artigos de papelaria
25772120000138,4763602,Comércio varejista de artigos esportivos
25772120000138,4773300,Comércio varejista de artigos médicos e ortopédicos
25772120000138,4789007,Comércio varejista de equipamentos para escritório
25772120000138,9511800,Reparação e manutenção de computadores e de equipamentos periféricos
13426763000140,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados"
13426763000140,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
13426763000140,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
13426763000140,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
25286775000104,4313400,Obras de terraplenagem
25286775000104,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
25286775000104,4541206,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
25286775000104,4744099,Comércio varejista de materiais de construção em geral
25286775000104,4924800,Transporte escolar
25286775000104,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
25286775000104,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
25286775000104,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
10540802000148,4789099,Comércio varejista de outros produtos não especificados anteriormente
10204610000160,7711000,Locação de automóveis sem condutor
10204610000160,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
20569836000119,0,
00000000039640,6499999,Outras atividades de serviços financeiros não especificadas anteriormente
29979036000140,0,
09104426000160,0,
18715615000160,0,
14323476000178,1813001,Impressão de material para uso publicitário
14323476000178,1813099,Impressão de material para outros usos
14323476000178,4541203,Comércio a varejo de motocicletas e motonetas novas
14323476000178,4541206,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
14323476000178,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
14323476000178,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
14323476000178,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
14323476000178,4754701,Comércio varejista de móveis
14323476000178,4756300,Comércio varejista especializado de instrumentos musicais e acessórios
14323476000178,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente
14323476000178,4763601,Comércio varejista de brinquedos e artigos recreativos
14323476000178,4763602,Comércio varejista de artigos esportivos
14323476000178,4763603,Comércio varejista de bicicletas e triciclos; peças e acessórios
